Species 1,Species 2,Dist
New Zealand,New Zealand(36),0,0170767354
New Zealand(2),New Zealand(36),0,0170767354
New Zealand(3),New Zealand(36),0,0170767354
New Zealand(4),New Zealand(36),0,0176694743
New Zealand(5),New Zealand(36),0,0170767354
New Zealand(6),New Zealand(36),0,0170767354
New Zealand(7),New Zealand(36),0,0194691163
New Zealand(8),New Zealand(36),0,0171170562
New Zealand(9),New Zealand(36),0,0171170562
New Zealand(10),New Zealand(36),0,0170767354
New Zealand(11),New Zealand(36),0,0177172964
New Zealand(12),New Zealand(36),0,0105492642
New Zealand(13),New Zealand(36),0,0111416813
New Zealand(14),New Zealand(36),0,0105492642
New Zealand(15),New Zealand(36),0,0176755379
New Zealand(16),New Zealand(36),0,0000000000
New Zealand(17),New Zealand(36),0,0189199428
New Zealand(18),New Zealand(36),0,0087968004
New Zealand(19),New Zealand(36),0,0183182580
New Zealand(20),New Zealand(36),0,0176755379
New Zealand(21),New Zealand(36),0,0081895991
New Zealand(22),New Zealand(36),0,0176755379
New Zealand(23),New Zealand(36),0,0171474220
New Zealand(24),New Zealand(36),0,0177172964
New Zealand(25),New Zealand(36),0,0182750584
New Zealand(26),New Zealand(36),0,0099674442
New Zealand(27),New Zealand(36),0,0076003238
New Zealand(28),New Zealand(36),0,0070145711
New Zealand(29),New Zealand(36),0,0105492642
New Zealand(30),New Zealand(36),0,0170767354
New Zealand(31),New Zealand(36),0,0000000000
New Zealand(32),New Zealand(36),0,0176755379
New Zealand(33),New Zealand(36),0,0005813954
New Zealand(34),New Zealand(36),0,0081895991
New Zealand(35),New Zealand(36),0,0176859590
Australia,New Zealand(37),0,0088240138
Australia(2),New Zealand(37),0,0093957156
Australia(3),New Zealand(37),0,0088240138
Australia(4),New Zealand(37),0,0094456381
Australia(5),New Zealand(37),0,0093791919
Australia(6),New Zealand(37),0,0088084682
Australia(7),New Zealand(37),0,0087878257
Australia(8),New Zealand(37),0,0087878257
Australia(9),New Zealand(37),0,0099712582
Australia(10),New Zealand(37),0,0099712582
Australia(11),New Zealand(37),0,0111582599
Australia(12),New Zealand(37),0,0118219083
Australia(13),New Zealand(37),0,0112122175
Australia(14),New Zealand(37),0,0093964798
Australia(15),New Zealand(37),0,0099888355
Australia(16),New Zealand(37),0,0093791919
Australia(17),New Zealand(37),0,0087878257
Australia(18),New Zealand(37),0,0147334478
Australia(19),New Zealand(37),0,0099778729
Australia(20),New Zealand(37),0,0093791919
Australia(21),New Zealand(37),0,0093744575
Australia(22),New Zealand(37),0,0152954543
Australia(23),New Zealand(37),0,0093744575
Australia(24),New Zealand(37),0,0087878257
Australia(25),New Zealand(37),0,0088136440
Australia(26),New Zealand(37),0,0088032985
Australia(27),New Zealand(37),0,0153224981
Australia(28),New Zealand(37),0,0087878257
Australia(29),New Zealand(37),0,0111969516
Australia(30),New Zealand(37),0,0093957156
Australia(31),New Zealand(37),0,0112241796
Australia(32),New Zealand(37),0,0094178381
Australia(33),New Zealand(37),0,0088448268
Australia(34),New Zealand(37),0,0123192550
Australia(35),New Zealand(37),0,0152954543
Australia(36),New Zealand(37),0,0129130793
Australia(37),New Zealand(37),0,0087878257
Australia(38),New Zealand(37),0,0087878257
Australia(39),New Zealand(37),0,0099712582
Australia(40),New Zealand(37),0,0141332612
Australia(41),New Zealand(37),0,0093846933
Australia(42),New Zealand(37),0,0093957156
Australia(43),New Zealand(37),0,0093791919
Australia(44),New Zealand(37),0,0135286397
Australia(45),New Zealand(37),0,0147334478
Australia(46),New Zealand(37),0,0094344984
Australia(47),New Zealand(37),0,0088292079
Australia(48),New Zealand(37),0,0099837328
Australia(49),New Zealand(37),0,0093791919
Australia(50),New Zealand(37),0,0088032985
Australia(51),New Zealand(37),0,0093957156
Australia(52),New Zealand(37),0,0087878257
Australia(53),New Zealand(37),0,0088396144
New Zealand,New Zealand(37),0,0087878257
New Zealand(2),New Zealand(37),0,0087878257
New Zealand(3),New Zealand(37),0,0087878257
New Zealand(4),New Zealand(37),0,0093744575
New Zealand(5),New Zealand(37),0,0087878257
New Zealand(6),New Zealand(37),0,0087878257
New Zealand(7),New Zealand(37),0,0111517105
New Zealand(8),New Zealand(37),0,0088084682
New Zealand(9),New Zealand(37),0,0088084682
New Zealand(10),New Zealand(37),0,0087878257
New Zealand(11),New Zealand(37),0,0094012365
New Zealand(12),New Zealand(37),0,0146934729
New Zealand(13),New Zealand(37),0,0152897759
New Zealand(14),New Zealand(37),0,0146934729
New Zealand(15),New Zealand(37),0,0093791919
New Zealand(16),New Zealand(37),0,0159585857
New Zealand(17),New Zealand(37),0,0105888855
New Zealand(18),New Zealand(37),0,0141310850
New Zealand(19),New Zealand(37),0,0099947084
New Zealand(20),New Zealand(37),0,0093791919
New Zealand(21),New Zealand(37),0,0135076097
New Zealand(22),New Zealand(37),0,0093791919
New Zealand(23),New Zealand(37),0,0088240138
New Zealand(24),New Zealand(37),0,0094012365
New Zealand(25),New Zealand(37),0,0099712582
New Zealand(26),New Zealand(37),0,0141111403
New Zealand(27),New Zealand(37),0,0129130793
New Zealand(28),New Zealand(37),0,0111374411
New Zealand(29),New Zealand(37),0,0146934729
New Zealand(30),New Zealand(37),0,0087878257
New Zealand(31),New Zealand(37),0,0164845196
New Zealand(32),New Zealand(37),0,0093791919
New Zealand(33),New Zealand(37),0,0170829638
New Zealand(34),New Zealand(37),0,0135076097
New Zealand(35),New Zealand(37),0,0093846933
New Zealand(36),New Zealand(37),0,0164845196
Australia,New Zealand(38),0,0017533624
Australia(2),New Zealand(38),0,0023337265
Australia(3),New Zealand(38),0,0017533624
Australia(4),New Zealand(38),0,0023460454
Australia(5),New Zealand(38),0,0023296489
Australia(6),New Zealand(38),0,0017502935
Australia(7),New Zealand(38),0,0017462183
Australia(8),New Zealand(38),0,0017462183
Australia(9),New Zealand(38),0,0029137612
Australia(10),New Zealand(38),0,0029137612
Australia(11),New Zealand(38),0,0040842903
Australia(12),New Zealand(38),0,0023435532
Australia(13),New Zealand(38),0,0041042139
Australia(14),New Zealand(38),0,0023339810
Australia(15),New Zealand(38),0,0029188641
Australia(16),New Zealand(38),0,0023296489
Australia(17),New Zealand(38),0,0029137612
Australia(18),New Zealand(38),0,0171233141
Australia(19),New Zealand(38),0,0040866748
Australia(20),New Zealand(38),0,0023296489
Australia(21),New Zealand(38),0,0023285462
Australia(22),New Zealand(38),0,0176821250
Australia(23),New Zealand(38),0,0023285462
Australia(24),New Zealand(38),0,0017462183
Australia(25),New Zealand(38),0,0017513153
Australia(26),New Zealand(38),0,0017492729
Australia(27),New Zealand(38),0,0177134489
Australia(28),New Zealand(38),0,0017462183
Australia(29),New Zealand(38),0,0017523382
Australia(30),New Zealand(38),0,0023337265
Australia(31),New Zealand(38),0,0017566987
Australia(32),New Zealand(38),0,0023391856
Australia(33),New Zealand(38),0,0017574711
Australia(34),New Zealand(38),0,0158867909
Australia(35),New Zealand(38),0,0176821250
Australia(36),New Zealand(38),0,0164845196
Australia(37),New Zealand(38),0,0017462183
Australia(38),New Zealand(38),0,0017462183
Australia(39),New Zealand(38),0,0029137612
Australia(40),New Zealand(38),0,0165201034
Australia(41),New Zealand(38),0,0023310066
Australia(42),New Zealand(38),0,0023337265
Australia(43),New Zealand(38),0,0023296489
Australia(44),New Zealand(38),0,0159115590
Australia(45),New Zealand(38),0,0171233141
Australia(46),New Zealand(38),0,0023432966
Australia(47),New Zealand(38),0,0017543878
Australia(48),New Zealand(38),0,0029174153
Australia(49),New Zealand(38),0,0023296489
Australia(50),New Zealand(38),0,0029188641
Australia(51),New Zealand(38),0,0023337265
Australia(52),New Zealand(38),0,0017462183
Australia(53),New Zealand(38),0,0017564421
New Zealand,New Zealand(38),0,0017462183
New Zealand(2),New Zealand(38),0,0017462183
New Zealand(3),New Zealand(38),0,0017462183
New Zealand(4),New Zealand(38),0,0023285462
New Zealand(5),New Zealand(38),0,0017462183
New Zealand(6),New Zealand(38),0,0017462183
New Zealand(7),New Zealand(38),0,0017454558
New Zealand(8),New Zealand(38),0,0017502935
New Zealand(9),New Zealand(38),0,0017502935
New Zealand(10),New Zealand(38),0,0017462183
New Zealand(11),New Zealand(38),0,0023350889
New Zealand(12),New Zealand(38),0,0170767354
New Zealand(13),New Zealand(38),0,0176755379
New Zealand(14),New Zealand(38),0,0170767354
New Zealand(15),New Zealand(38),0,0023296489
New Zealand(16),New Zealand(38),0,0183577968
New Zealand(17),New Zealand(38),0,0011661813
New Zealand(18),New Zealand(38),0,0165175357
New Zealand(19),New Zealand(38),0,0029205691
New Zealand(20),New Zealand(38),0,0023296489
New Zealand(21),New Zealand(38),0,0158867909
New Zealand(22),New Zealand(38),0,0023296489
New Zealand(23),New Zealand(38),0,0017533624
New Zealand(24),New Zealand(38),0,0023350889
New Zealand(25),New Zealand(38),0,0029137612
New Zealand(26),New Zealand(38),0,0164942310
New Zealand(27),New Zealand(38),0,0152897759
New Zealand(28),New Zealand(38),0,0135076097
New Zealand(29),New Zealand(38),0,0170767354
New Zealand(30),New Zealand(38),0,0017462183
New Zealand(31),New Zealand(38),0,0188752985
New Zealand(32),New Zealand(38),0,0023296489
New Zealand(33),New Zealand(38),0,0194762601
New Zealand(34),New Zealand(38),0,0158867909
New Zealand(35),New Zealand(38),0,0023310066
New Zealand(36),New Zealand(38),0,0188752985
New Zealand(37),New Zealand(38),0,0105640265
Australia,New Zealand(39),0,0005841122
Australia(2),New Zealand(39),0,0011695912
Australia(3),New Zealand(39),0,0005858231
Australia(4),New Zealand(39),0,0011757795
Australia(5),New Zealand(39),0,0011675429
Australia(6),New Zealand(39),0,0005834306
Australia(7),New Zealand(39),0,0005834306
Australia(8),New Zealand(39),0,0005834306
Australia(9),New Zealand(39),0,0017523382
Australia(10),New Zealand(39),0,0017523382
Australia(11),New Zealand(39),0,0029242403
Australia(12),New Zealand(39),0,0035317622
Australia(13),New Zealand(39),0,0029387616
Australia(14),New Zealand(39),0,0011671168
Australia(15),New Zealand(39),0,0017554143
Australia(16),New Zealand(39),0,0011675429
Australia(17),New Zealand(39),0,0017523382
Australia(18),New Zealand(39),0,0159808284
Australia(19),New Zealand(39),0,0029225311
Australia(20),New Zealand(39),0,0011675429
Australia(21),New Zealand(39),0,0011671168
Australia(22),New Zealand(39),0,0165429602
Australia(23),New Zealand(39),0,0011671168
Australia(24),New Zealand(39),0,0005834306
Australia(25),New Zealand(39),0,0005844536
Australia(26),New Zealand(39),0,0005844536
Australia(27),New Zealand(39),0,0165723362
Australia(28),New Zealand(39),0,0005834306
Australia(29),New Zealand(39),0,0029342807
Australia(30),New Zealand(39),0,0011695912
Australia(31),New Zealand(39),0,0029414434
Australia(32),New Zealand(39),0,0011723335
Australia(33),New Zealand(39),0,0005871991
Australia(34),New Zealand(39),0,0147454748
Australia(35),New Zealand(39),0,0165429602
Australia(36),New Zealand(39),0,0153439189
Australia(37),New Zealand(39),0,0005834306
Australia(38),New Zealand(39),0,0005834306
Australia(39),New Zealand(39),0,0017523382
Australia(40),New Zealand(39),0,0153768737
Australia(41),New Zealand(39),0,0011682248
Australia(42),New Zealand(39),0,0011695912
Australia(43),New Zealand(39),0,0011675429
Australia(44),New Zealand(39),0,0147508352
Australia(45),New Zealand(39),0,0159430801
Australia(46),New Zealand(39),0,0011743987
Australia(47),New Zealand(39),0,0005844536
Australia(48),New Zealand(39),0,0017546438
Australia(49),New Zealand(39),0,0011675429
Australia(50),New Zealand(39),0,0017554143
Australia(51),New Zealand(39),0,0011695912
Australia(52),New Zealand(39),0,0005834306
Australia(53),New Zealand(39),0,0005868545
New Zealand,New Zealand(39),0,0005834306
New Zealand(2),New Zealand(39),0,0005834306
New Zealand(3),New Zealand(39),0,0005834306
New Zealand(4),New Zealand(39),0,0011671168
New Zealand(5),New Zealand(39),0,0005834306
New Zealand(6),New Zealand(39),0,0005834306
New Zealand(7),New Zealand(39),0,0029225311
New Zealand(8),New Zealand(39),0,0005834306
New Zealand(9),New Zealand(39),0,0005834306
New Zealand(10),New Zealand(39),0,0005834306
New Zealand(11),New Zealand(39),0,0011675429
New Zealand(12),New Zealand(39),0,0159375275
New Zealand(13),New Zealand(39),0,0165370479
New Zealand(14),New Zealand(39),0,0159375275
New Zealand(15),New Zealand(39),0,0011675429
New Zealand(16),New Zealand(39),0,0172148032
New Zealand(17),New Zealand(39),0,0023378184
New Zealand(18),New Zealand(39),0,0153387250
New Zealand(19),New Zealand(39),0,0017523382
New Zealand(20),New Zealand(39),0,0011675429
New Zealand(21),New Zealand(39),0,0147454748
New Zealand(22),New Zealand(39),0,0011675429
New Zealand(23),New Zealand(39),0,0005844536
New Zealand(24),New Zealand(39),0,0000000000
New Zealand(25),New Zealand(39),0,0005834306
New Zealand(26),New Zealand(39),0,0153529800
New Zealand(27),New Zealand(39),0,0141477461
New Zealand(28),New Zealand(39),0,0123627710
New Zealand(29),New Zealand(39),0,0159375275
New Zealand(30),New Zealand(39),0,0005834306
New Zealand(31),New Zealand(39),0,0177382497
New Zealand(32),New Zealand(39),0,0011675429
New Zealand(33),New Zealand(39),0,0183399345
New Zealand(34),New Zealand(39),0,0147454748
New Zealand(35),New Zealand(39),0,0011675429
New Zealand(36),New Zealand(39),0,0177382497
New Zealand(37),New Zealand(39),0,0094122977
New Zealand(38),New Zealand(39),0,0023378184
Australia,New Zealand(40),0,0135587197
Australia(2),New Zealand(40),0,0141560914
Australia(3),New Zealand(40),0,0129969986
Australia(4),New Zealand(40),0,0136357455
Australia(5),New Zealand(40),0,0141310850
Australia(6),New Zealand(40),0,0135347820
Australia(7),New Zealand(40),0,0135347820
Australia(8),New Zealand(40),0,0135347820
Australia(9),New Zealand(40),0,0147281000
Australia(10),New Zealand(40),0,0147281000
Australia(11),New Zealand(40),0,0159281248
Australia(12),New Zealand(40),0,0160282659
Australia(13),New Zealand(40),0,0154114653
Australia(14),New Zealand(40),0,0141266167
Australia(15),New Zealand(40),0,0147541776
Australia(16),New Zealand(40),0,0141310850
Australia(17),New Zealand(40),0,0147281000
Australia(18),New Zealand(40),0,0064565119
Australia(19),New Zealand(40),0,0147334478
Australia(20),New Zealand(40),0,0141310850
Australia(21),New Zealand(40),0,0141266167
Australia(22),New Zealand(40),0,0070310112
Australia(23),New Zealand(40),0,0141266167
Australia(24),New Zealand(40),0,0135347820
Australia(25),New Zealand(40),0,0135587197
Australia(26),New Zealand(40),0,0135587197
Australia(27),New Zealand(40),0,0058627538
Australia(28),New Zealand(40),0,0135347820
Australia(29),New Zealand(40),0,0159808284
Australia(30),New Zealand(40),0,0141560914
Australia(31),New Zealand(40),0,0154258562
Australia(32),New Zealand(40),0,0135954427
Australia(33),New Zealand(40),0,0130277858
Australia(34),New Zealand(40),0,0052642249
Australia(35),New Zealand(40),0,0058524603
Australia(36),New Zealand(40),0,0046766808
Australia(37),New Zealand(40),0,0135347820
Australia(38),New Zealand(40),0,0135347820
Australia(39),New Zealand(40),0,0141310850
Australia(40),New Zealand(40),0,0046868744
Australia(41),New Zealand(40),0,0141394106
Australia(42),New Zealand(40),0,0141560914
Australia(43),New Zealand(40),0,0141310850
Australia(44),New Zealand(40),0,0040914521
Australia(45),New Zealand(40),0,0064413885
Australia(46),New Zealand(40),0,0136195958
Australia(47),New Zealand(40),0,0135667178
Australia(48),New Zealand(40),0,0147493358
Australia(49),New Zealand(40),0,0141310850
Australia(50),New Zealand(40),0,0147541776
Australia(51),New Zealand(40),0,0141560914
Australia(52),New Zealand(40),0,0135347820
Australia(53),New Zealand(40),0,0130200753
New Zealand,New Zealand(40),0,0135347820
New Zealand(2),New Zealand(40),0,0135347820
New Zealand(3),New Zealand(40),0,0135347820
New Zealand(4),New Zealand(40),0,0141266167
New Zealand(5),New Zealand(40),0,0135347820
New Zealand(6),New Zealand(40),0,0135347820
New Zealand(7),New Zealand(40),0,0159187333
New Zealand(8),New Zealand(40),0,0135347820
New Zealand(9),New Zealand(40),0,0135347820
